X Path Row ID Date Craft Sensor Type CloudCover Quality Month
565 147 46 LE71470462008039SGS00 2008-02-08 LANDSAT_7 ETM L1T 0 9 2
657 147 47 LE71470472008039SGS00 2008-02-08 LANDSAT_7 ETM L1T 0 9 2
734 147 48 LE71470482008039SGS00 2008-02-08 LANDSAT_7 ETM L1T 2 9 2
938 148 46 LE71480462008046SGS00 2008-02-15 LANDSAT_7 ETM L1T 0 9 2
103 144 52 LE71440522008050SGS00 2008-02-19 LANDSAT_7 ETM L1T 2 9 2
139 144 53 LE71440532008050SGS00 2008-02-19 LANDSAT_7 ETM L1T 6 9 2
176 144 54 LE71440542008050SGS00 2008-02-19 LANDSAT_7 ETM L1T 8 9 2
566 147 46 LE71470462008055SGS01 2008-02-24 LANDSAT_7 ETM L1T 0 9 2
806 147 49 LE71470492008055SGS00 2008-02-24 LANDSAT_7 ETM L1T 0 9 2
231 145 50 LE71450502008057ASN00 2008-02-26 LANDSAT_7 ETM L1T 0 9 2
283 145 51 LE71450512008057ASN00 2008-02-26 LANDSAT_7 ETM L1T 0 9 2
328 145 52 LE71450522008057ASN00 2008-02-26 LANDSAT_7 ETM L1T 6 9 2
842 148 45 LE71480452008062SGS00 2008-03-02 LANDSAT_7 ETM L1T 0 9 3
939 148 46 LE71480462008062SGS00 2008-03-02 LANDSAT_7 ETM L1T 0 9 3
1036 148 47 LE71480472008062SGS00 2008-03-02 LANDSAT_7 ETM L1T 0 9 3
395 146 47 LE71460472008064SGS00 2008-03-04 LANDSAT_7 ETM L1T 0 9 3
466 146 49 LE71460492008064SGS00 2008-03-04 LANDSAT_7 ETM L1T 0 9 3
104 144 52 LE71440522008066SGS00 2008-03-06 LANDSAT_7 ETM L1T 0 9 3
140 144 53 LE71440532008066SGS00 2008-03-06 LANDSAT_7 ETM L1T 5 9 3
177 144 54 LE71440542008066ASN00 2008-03-06 LANDSAT_7 ETM L1T 7 9 3
843 148 45 LE71480452008078SGS00 2008-03-18 LANDSAT_7 ETM L1T 0 9 3
940 148 46 LE71480462008078SGS00 2008-03-18 LANDSAT_7 ETM L1T 0 9 3
1037 148 47 LE71480472008078SGS00 2008-03-18 LANDSAT_7 ETM L1T 0 9 3
567 147 46 LE71470462008087SGS00 2008-03-27 LANDSAT_7 ETM L1T 7 9 3
658 147 47 LE71470472008087SGS00 2008-03-27 LANDSAT_7 ETM L1T 5 9 3
735 147 48 LE71470482008087SGS00 2008-03-27 LANDSAT_7 ETM L1T 0 9 3
807 147 49 LE71470492008087SGS00 2008-03-27 LANDSAT_7 ETM L1T 5 9 3
844 148 45 LE71480452008094SGS00 2008-04-03 LANDSAT_7 ETM L1T 8 9 4
941 148 46 LE71480462008094SGS00 2008-04-03 LANDSAT_7 ETM L1T 9 9 4
1038 148 47 LE71480472008094SGS00 2008-04-03 LANDSAT_7 ETM L1T 8 9 4
396 146 47 LE71460472008096SGS00 2008-04-05 LANDSAT_7 ETM L1T 0 9 4
467 146 49 LE71460492008096SGS00 2008-04-05 LANDSAT_7 ETM L1T 0 9 4
568 147 46 LE71470462008103SGS00 2008-04-12 LANDSAT_7 ETM L1T 0 9 4
659 147 47 LE71470472008103SGS00 2008-04-12 LANDSAT_7 ETM L1T 0 9 4
736 147 48 LE71470482008103SGS00 2008-04-12 LANDSAT_7 ETM L1T 0 9 4
808 147 49 LE71470492008103SGS00 2008-04-12 LANDSAT_7 ETM L1T 0 9 4
232 145 50 LE71450502008105ASN00 2008-04-14 LANDSAT_7 ETM L1T 0 9 4
284 145 51 LE71450512008105ASN00 2008-04-14 LANDSAT_7 ETM L1T 2 9 4
845 148 45 LE71480452008110SGS01 2008-04-19 LANDSAT_7 ETM L1T 0 9 4
942 148 46 LE71480462008110ASN00 2008-04-19 LANDSAT_7 ETM L1T 0 9 4
1039 148 47 LE71480472008110ASN00 2008-04-19 LANDSAT_7 ETM L1T 0 9 4
846 148 45 LE71480452008126ASN00 2008-05-05 LANDSAT_7 ETM L1T 0 9 5
943 148 46 LE71480462008126ASN00 2008-05-05 LANDSAT_7 ETM L1T 5 9 5
1040 148 47 LE71480472008126ASN00 2008-05-05 LANDSAT_7 ETM L1T 1 9 5
397 146 47 LE71460472008128ASN00 2008-05-07 LANDSAT_7 ETM L1T 0 9 5
468 146 49 LE71460492008128ASN00 2008-05-07 LANDSAT_7 ETM L1T 0 9 5
569 147 46 LE71470462008135ASN00 2008-05-14 LANDSAT_7 ETM L1T 0 9 5
660 147 47 LE71470472008135ASN00 2008-05-14 LANDSAT_7 ETM L1T 2 9 5
737 147 48 LE71470482008135ASN00 2008-05-14 LANDSAT_7 ETM L1T 0 9 5
809 147 49 LE71470492008135ASN00 2008-05-14 LANDSAT_7 ETM L1T 3 9 5
847 148 45 LE71480452008142PFS02 2008-05-21 LANDSAT_7 ETM L1T 10 9 5
1041 148 47 LE71480472008142PFS02 2008-05-21 LANDSAT_7 ETM L1T 9 9 5
570 147 46 LE71470462008151ASN00 2008-05-30 LANDSAT_7 ETM L1T 3 9 5
58 143 54 LE71430542008267ASN00 2008-09-23 LANDSAT_7 ETM L1T 1 9 9
944 148 46 LE71480462008270ASN00 2008-09-26 LANDSAT_7 ETM L1T 9 9 9
105 144 52 LE71440522008274ASN00 2008-09-30 LANDSAT_7 ETM L1T 8 9 9
178 144 54 LE71440542008274ASN00 2008-09-30 LANDSAT_7 ETM L1T 6 9 9
661 147 47 LE71470472008279PFS00 2008-10-05 LANDSAT_7 ETM L1T 8 9 10
59 143 54 LE71430542008283PFS00 2008-10-09 LANDSAT_7 ETM L1T 10 9 10
848 148 45 LE71480452008286PFS00 2008-10-12 LANDSAT_7 ETM L1T 0 9 10
945 148 46 LE71480462008286PFS00 2008-10-12 LANDSAT_7 ETM L1T 0 9 10
1042 148 47 LE71480472008286PFS00 2008-10-12 LANDSAT_7 ETM L1T 6 9 10
398 146 47 LE71460472008288PFS01 2008-10-14 LANDSAT_7 ETM L1T 0 9 10
469 146 49 LE71460492008288PFS00 2008-10-14 LANDSAT_7 ETM L1T 0 9 10
571 147 46 LE71470462008295PFS00 2008-10-21 LANDSAT_7 ETM L1T 0 9 10
738 147 48 LE71470482008295ASN00 2008-10-21 LANDSAT_7 ETM L1T 0 9 10
849 148 45 LE71480452008302SGS00 2008-10-28 LANDSAT_7 ETM L1T 0 9 10
946 148 46 LE71480462008302SGS00 2008-10-28 LANDSAT_7 ETM L1T 0 9 10
1043 148 47 LE71480472008302SGS00 2008-10-28 LANDSAT_7 ETM L1T 0 9 10
572 147 46 LE71470462008311SGS00 2008-11-06 LANDSAT_7 ETM L1T 0 9 11
662 147 47 LE71470472008311SGS00 2008-11-06 LANDSAT_7 ETM L1T 0 9 11
739 147 48 LE71470482008311SGS00 2008-11-06 LANDSAT_7 ETM L1T 0 9 11
810 147 49 LE71470492008311SGS00 2008-11-06 LANDSAT_7 ETM L1T 0 9 11
233 145 50 LE71450502008313ASN00 2008-11-08 LANDSAT_7 ETM L1T 0 9 11
329 145 52 LE71450522008313ASN00 2008-11-08 LANDSAT_7 ETM L1T 7 9 11
850 148 45 LE71480452008318SGS00 2008-11-13 LANDSAT_7 ETM L1T 0 9 11
947 148 46 LE71480462008318SGS00 2008-11-13 LANDSAT_7 ETM L1T 0 9 11
1044 148 47 LE71480472008318SGS00 2008-11-13 LANDSAT_7 ETM L1T 0 9 11
573 147 46 LE71470462008327EDC02 2008-11-22 LANDSAT_7 ETM L1T 5 9 11
574 147 46 LE71470462008343SGS00 2008-12-08 LANDSAT_7 ETM L1T 0 9 12
663 147 47 LE71470472008343SGS00 2008-12-08 LANDSAT_7 ETM L1T 0 9 12
740 147 48 LE71470482008343SGS00 2008-12-08 LANDSAT_7 ETM L1T 0 9 12
811 147 49 LE71470492008343SGS00 2008-12-08 LANDSAT_7 ETM L1T 0 9 12
470 146 49 LE71460492008352SGS05 2008-12-17 LANDSAT_7 ETM L1T 0 9 12
234 145 50 LE71450502008361SGS00 2008-12-26 LANDSAT_7 ETM L1T 0 9 12
285 145 51 LE71450512008361SGS00 2008-12-26 LANDSAT_7 ETM L1T 10 9 12
330 145 52 LE71450522008361SGS00 2008-12-26 LANDSAT_7 ETM L1T 0 9 12
26 143 53 LE71430532008363SGS00 2008-12-28 LANDSAT_7 ETM L1T 0 9 12
60 143 54 LE71430542008363SGS00 2008-12-28 LANDSAT_7 ETM L1T 1 9 12
851 148 45 LE71480452008366SGS00 2008-12-31 LANDSAT_7 ETM L1T 0 9 12
948 148 46 LE71480462008366SGS00 2008-12-31 LANDSAT_7 ETM L1T 0 9 12
1045 148 47 LE71480472008366SGS00 2008-12-31 LANDSAT_7 ETM L1T 0 9 12
399 146 47 LE71460472009002SGS00 2009-01-02 LANDSAT_7 ETM L1T 0 9 1
471 146 49 LE71460492009002SGS00 2009-01-02 LANDSAT_7 ETM L1T 0 9 1
812 147 49 LE71470492009009PFS00 2009-01-09 LANDSAT_7 ETM L1T 4 9 1
235 145 50 LE71450502009011SGS00 2009-01-11 LANDSAT_7 ETM L1T 0 9 1
286 145 51 LE71450512009011SGS00 2009-01-11 LANDSAT_7 ETM L1T 0 9 1
106 144 52 LE71440522009020SGS00 2009-01-20 LANDSAT_7 ETM L1T 0 9 1
141 144 53 LE71440532009020SGS00 2009-01-20 LANDSAT_7 ETM L1T 0 9 1
179 144 54 LE71440542009020SGS00 2009-01-20 LANDSAT_7 ETM L1T 0 9 1
949 148 46 LE71480462009032SGS00 2009-02-01 LANDSAT_7 ETM L1T 0 9 2
400 146 47 LE71460472009034SGS00 2009-02-03 LANDSAT_7 ETM L1T 0 9 2
472 146 49 LE71460492009034SGS00 2009-02-03 LANDSAT_7 ETM L1T 0 9 2
503 146 50 LE71460502009034SGS00 2009-02-03 LANDSAT_7 ETM L1T 0 9 2
107 144 52 LE71440522009036ASN00 2009-02-05 LANDSAT_7 ETM L1T 0 9 2
142 144 53 LE71440532009036ASN00 2009-02-05 LANDSAT_7 ETM L1T 0 9 2
180 144 54 LE71440542009036ASN01 2009-02-05 LANDSAT_7 ETM L1T 0 9 2
575 147 46 LE71470462009041SGS00 2009-02-10 LANDSAT_7 ETM L1T 0 9 2
741 147 48 LE71470482009041SGS00 2009-02-10 LANDSAT_7 ETM L1T 0 9 2
813 147 49 LE71470492009041SGS00 2009-02-10 LANDSAT_7 ETM L1T 0 9 2
236 145 50 LE71450502009043SGS00 2009-02-12 LANDSAT_7 ETM L1T 0 9 2
287 145 51 LE71450512009043SGS00 2009-02-12 LANDSAT_7 ETM L1T 0 9 2
27 143 53 LE71430532009045SGS00 2009-02-14 LANDSAT_7 ETM L1T 0 9 2
61 143 54 LE71430542009045SGS00 2009-02-14 LANDSAT_7 ETM L1T 0 9 2
950 148 46 LE71480462009048SGS00 2009-02-17 LANDSAT_7 ETM L1T 0 9 2
28 143 53 LE71430532009061ASN00 2009-03-02 LANDSAT_7 ETM L1T 0 9 3
62 143 54 LE71430542009061ASN00 2009-03-02 LANDSAT_7 ETM L1T 0 9 3
951 148 46 LE71480462009064SGS00 2009-03-05 LANDSAT_7 ETM L1T 0 9 3
1046 148 47 LE71480472009064SGS00 2009-03-05 LANDSAT_7 ETM L1T 0 9 3
401 146 47 LE71460472009066SGS00 2009-03-07 LANDSAT_7 ETM L1T 0 9 3
473 146 49 LE71460492009066SGS00 2009-03-07 LANDSAT_7 ETM L1T 0 9 3
237 145 50 LE71450502009075ASN00 2009-03-16 LANDSAT_7 ETM L1T 0 9 3
288 145 51 LE71450512009075ASN00 2009-03-16 LANDSAT_7 ETM L1T 0 9 3
331 145 52 LE71450522009075ASN00 2009-03-16 LANDSAT_7 ETM L1T 2 9 3
63 143 54 LE71430542009077SGS00 2009-03-18 LANDSAT_7 ETM L1T 4 9 3
852 148 45 LE71480452009080SGS02 2009-03-21 LANDSAT_7 ETM L1T 0 9 3
952 148 46 LE71480462009080SGS02 2009-03-21 LANDSAT_7 ETM L1T 0 9 3
1047 148 47 LE71480472009080SGS02 2009-03-21 LANDSAT_7 ETM L1T 0 9 3
143 144 53 LE71440532009084SGS00 2009-03-25 LANDSAT_7 ETM L1T 4 9 3
181 144 54 LE71440542009084SGS00 2009-03-25 LANDSAT_7 ETM L1T 1 9 3
238 145 50 LE71450502009091SGS00 2009-04-01 LANDSAT_7 ETM L1T 0 9 4
289 145 51 LE71450512009091SGS00 2009-04-01 LANDSAT_7 ETM L1T 3 9 4
332 145 52 LE71450522009091ASN00 2009-04-01 LANDSAT_7 ETM L1T 1 9 4
576 147 46 LE71470462009105SGS00 2009-04-15 LANDSAT_7 ETM L1T 0 9 4
664 147 47 LE71470472009105ASN00 2009-04-15 LANDSAT_7 ETM L1T 0 9 4
742 147 48 LE71470482009105ASN00 2009-04-15 LANDSAT_7 ETM L1T 0 9 4
29 143 53 LE71430532009109ASN00 2009-04-19 LANDSAT_7 ETM L1T 9 9 4
64 143 54 LE71430542009109ASN00 2009-04-19 LANDSAT_7 ETM L1T 4 9 4
953 148 46 LE71480462009112SGS00 2009-04-22 LANDSAT_7 ETM L1T 0 9 4
1048 148 47 LE71480472009112SGS00 2009-04-22 LANDSAT_7 ETM L1T 0 9 4
577 147 46 LE71470462009121PFS00 2009-05-01 LANDSAT_7 ETM L1T 0 9 5
665 147 47 LE71470472009121PFS00 2009-05-01 LANDSAT_7 ETM L1T 0 9 5
743 147 48 LE71470482009121PFS00 2009-05-01 LANDSAT_7 ETM L1T 0 9 5
814 147 49 LE71470492009121PFS00 2009-05-01 LANDSAT_7 ETM L1T 6 9 5
30 143 53 LE71430532009125ASN00 2009-05-05 LANDSAT_7 ETM L1T 2 9 5
853 148 45 LE71480452009128ASN00 2009-05-08 LANDSAT_7 ETM L1T 0 9 5
954 148 46 LE71480462009128ASN00 2009-05-08 LANDSAT_7 ETM L1T 0 9 5
1049 148 47 LE71480472009128ASN00 2009-05-08 LANDSAT_7 ETM L1T 0 9 5
108 144 52 LE71440522009132SGS01 2009-05-12 LANDSAT_7 ETM L1T 3 9 5
854 148 45 LE71480452009144SGS00 2009-05-24 LANDSAT_7 ETM L1T 0 9 5
1050 148 47 LE71480472009144SGS00 2009-05-24 LANDSAT_7 ETM L1T 9 9 5
955 148 46 LE71480462009160ASN00 2009-06-09 LANDSAT_7 ETM L1T 7 9 6
504 146 50 LE71460502009290ASN00 2009-10-17 LANDSAT_7 ETM L1T 0 9 10
578 147 46 LE71470462009297SGS00 2009-10-24 LANDSAT_7 ETM L1T 0 9 10
666 147 47 LE71470472009297SGS00 2009-10-24 LANDSAT_7 ETM L1T 0 9 10
744 147 48 LE71470482009297SGS00 2009-10-24 LANDSAT_7 ETM L1T 0 9 10
815 147 49 LE71470492009297SGS00 2009-10-24 LANDSAT_7 ETM L1T 0 9 10
239 145 50 LE71450502009299ASN00 2009-10-26 LANDSAT_7 ETM L1T 0 9 10
290 145 51 LE71450512009299ASN00 2009-10-26 LANDSAT_7 ETM L1T 4 9 10
333 145 52 LE71450522009299ASN00 2009-10-26 LANDSAT_7 ETM L1T 9 9 10
855 148 45 LE71480452009304SGS00 2009-10-31 LANDSAT_7 ETM L1T 0 9 10
956 148 46 LE71480462009304SGS00 2009-10-31 LANDSAT_7 ETM L1T 0 9 10
1051 148 47 LE71480472009304SGS00 2009-10-31 LANDSAT_7 ETM L1T 0 9 10
402 146 47 LE71460472009306SGS00 2009-11-02 LANDSAT_7 ETM L1T 0 9 11
474 146 49 LE71460492009306SGS00 2009-11-02 LANDSAT_7 ETM L1T 0 9 11
579 147 46 LE71470462009329SGS00 2009-11-25 LANDSAT_7 ETM L1T 0 9 11
240 145 50 LE71450502009331ASN00 2009-11-27 LANDSAT_7 ETM L1T 0 9 11
291 145 51 LE71450512009331ASN00 2009-11-27 LANDSAT_7 ETM L1T 9 9 11
65 143 54 LE71430542009333SGS00 2009-11-29 LANDSAT_7 ETM L1T 10 9 11
856 148 45 LE71480452009336SGS02 2009-12-02 LANDSAT_7 ETM L1T 0 9 12
957 148 46 LE71480462009336SGS02 2009-12-02 LANDSAT_7 ETM L1T 0 9 12
1052 148 47 LE71480472009336SGS02 2009-12-02 LANDSAT_7 ETM L1T 0 9 12
745 147 48 LE71470482009345PFS00 2009-12-11 LANDSAT_7 ETM L1T 0 9 12
816 147 49 LE71470492009345PFS00 2009-12-11 LANDSAT_7 ETM L1T 0 9 12
241 145 50 LE71450502009347SGS00 2009-12-13 LANDSAT_7 ETM L1T 0 9 12
857 148 45 LE71480452009352PFS00 2009-12-18 LANDSAT_7 ETM L1T 0 9 12
958 148 46 LE71480462009352PFS00 2009-12-18 LANDSAT_7 ETM L1T 0 9 12
1053 148 47 LE71480472009352PFS00 2009-12-18 LANDSAT_7 ETM L1T 0 9 12
475 146 49 LE71460492009354SGS01 2009-12-20 LANDSAT_7 ETM L1T 0 9 12
403 146 47 LE71460472010005SGS00 2010-01-05 LANDSAT_7 ETM L1T 4 9 1
476 146 49 LE71460492010005SGS00 2010-01-05 LANDSAT_7 ETM L1T 0 9 1
109 144 52 LE71440522010007SGS00 2010-01-07 LANDSAT_7 ETM L1T 7 9 1
144 144 53 LE71440532010007SGS00 2010-01-07 LANDSAT_7 ETM L1T 3 9 1
182 144 54 LE71440542010007SGS00 2010-01-07 LANDSAT_7 ETM L1T 4 9 1
959 148 46 LE71480462010019SGS00 2010-01-19 LANDSAT_7 ETM L1T 0 9 1
242 145 50 LE71450502010030ASN00 2010-01-30 LANDSAT_7 ETM L1T 0 9 1
292 145 51 LE71450512010030ASN00 2010-01-30 LANDSAT_7 ETM L1T 0 9 1
334 145 52 LE71450522010030ASN00 2010-01-30 LANDSAT_7 ETM L1T 2 9 1
960 148 46 LE71480462010035SGS00 2010-02-04 LANDSAT_7 ETM L1T 0 9 2
404 146 47 LE71460472010037SGS00 2010-02-06 LANDSAT_7 ETM L1T 0 9 2
477 146 49 LE71460492010037ASN00 2010-02-06 LANDSAT_7 ETM L1T 0 9 2
110 144 52 LE71440522010039ASN00 2010-02-08 LANDSAT_7 ETM L1T 0 9 2
145 144 53 LE71440532010039ASN00 2010-02-08 LANDSAT_7 ETM L1T 0 9 2
183 144 54 LE71440542010039ASN00 2010-02-08 LANDSAT_7 ETM L1T 2 9 2
243 145 50 LE71450502010046ASN00 2010-02-15 LANDSAT_7 ETM L1T 9 9 2
961 148 46 LE71480462010051SGS00 2010-02-20 LANDSAT_7 ETM L1T 1 9 2
580 147 46 LE71470462010060SGS00 2010-03-01 LANDSAT_7 ETM L1T 0 9 3
667 147 47 LE71470472010060SGS00 2010-03-01 LANDSAT_7 ETM L1T 3 9 3
746 147 48 LE71470482010060SGS00 2010-03-01 LANDSAT_7 ETM L1T 1 9 3
817 147 49 LE71470492010060SGS00 2010-03-01 LANDSAT_7 ETM L1T 2 9 3
244 145 50 LE71450502010062SGS00 2010-03-03 LANDSAT_7 ETM L1T 0 9 3
293 145 51 LE71450512010062SGS00 2010-03-03 LANDSAT_7 ETM L1T 0 9 3
335 145 52 LE71450522010062SGS00 2010-03-03 LANDSAT_7 ETM L1T 0 9 3
31 143 53 LE71430532010064ASN00 2010-03-05 LANDSAT_7 ETM L1T 4 9 3
858 148 45 LE71480452010067SGS00 2010-03-08 LANDSAT_7 ETM L1T 2 9 3
962 148 46 LE71480462010067SGS00 2010-03-08 LANDSAT_7 ETM L1T 0 9 3
1054 148 47 LE71480472010067SGS00 2010-03-08 LANDSAT_7 ETM L1T 0 9 3
66 143 54 LE71430542010080PFS00 2010-03-21 LANDSAT_7 ETM L1T 0 9 3
478 146 49 LE71460492010085ASN00 2010-03-26 LANDSAT_7 ETM L1T 0 9 3
505 146 50 LE71460502010085ASN00 2010-03-26 LANDSAT_7 ETM L1T 1 9 3
581 147 46 LE71470462010092PFS00 2010-04-02 LANDSAT_7 ETM L1T 0 9 4
668 147 47 LE71470472010092PFS00 2010-04-02 LANDSAT_7 ETM L1T 0 9 4
747 147 48 LE71470482010092PFS00 2010-04-02 LANDSAT_7 ETM L1T 0 9 4
818 147 49 LE71470492010092PFS00 2010-04-02 LANDSAT_7 ETM L1T 0 9 4
67 143 54 LE71430542010096SGS01 2010-04-06 LANDSAT_7 ETM L1T 6 9 4
582 147 46 LE71470462010108ASN00 2010-04-18 LANDSAT_7 ETM L1T 1 9 4
32 143 53 LE71430532010112SGS00 2010-04-22 LANDSAT_7 ETM L1T 7 9 4
68 143 54 LE71430542010112SGS00 2010-04-22 LANDSAT_7 ETM L1T 7 9 4
963 148 46 LE71480462010115SGS00 2010-04-25 LANDSAT_7 ETM L1T 0 9 4
1055 148 47 LE71480472010115ASN00 2010-04-25 LANDSAT_7 ETM L1T 3 9 4
479 146 49 LE71460492010117ASN00 2010-04-27 LANDSAT_7 ETM L1T 1 9 4
748 147 48 LE71470482010124ASN00 2010-05-04 LANDSAT_7 ETM L1T 0 9 5
819 147 49 LE71470492010124ASN00 2010-05-04 LANDSAT_7 ETM L1T 0 9 5
245 145 50 LE71450502010126ASN00 2010-05-06 LANDSAT_7 ETM L1T 0 9 5
294 145 51 LE71450512010126ASN00 2010-05-06 LANDSAT_7 ETM L1T 4 9 5
859 148 45 LE71480452010131PFS00 2010-05-11 LANDSAT_7 ETM L1T 0 9 5
964 148 46 LE71480462010131PFS00 2010-05-11 LANDSAT_7 ETM L1T 0 9 5
1056 148 47 LE71480472010131PFS00 2010-05-11 LANDSAT_7 ETM L1T 0 9 5
860 148 45 LE71480452010147ASN00 2010-05-27 LANDSAT_7 ETM L1T 5 9 5
1057 148 47 LE71480472010147ASN00 2010-05-27 LANDSAT_7 ETM L1T 4 9 5
480 146 49 LE71460492010149ASN00 2010-05-29 LANDSAT_7 ETM L1T 6 9 5
583 147 46 LE71470462010300SGS00 2010-10-27 LANDSAT_7 ETM L1T 0 9 10
669 147 47 LE71470472010300ASN00 2010-10-27 LANDSAT_7 ETM L1T 0 9 10
749 147 48 LE71470482010300ASN00 2010-10-27 LANDSAT_7 ETM L1T 0 9 10
861 148 45 LE71480452010339ASN00 2010-12-05 LANDSAT_7 ETM L1T 0 9 12
584 147 46 LE71470462010348ASN00 2010-12-14 LANDSAT_7 ETM L1T 0 9 12
670 147 47 LE71470472010348ASN00 2010-12-14 LANDSAT_7 ETM L1T 0 9 12
750 147 48 LE71470482010348ASN00 2010-12-14 LANDSAT_7 ETM L1T 0 9 12
820 147 49 LE71470492010348ASN00 2010-12-14 LANDSAT_7 ETM L1T 0 9 12
862 148 45 LE71480452010355ASN00 2010-12-21 LANDSAT_7 ETM L1T 0 9 12
405 146 47 LE71460472010357ASN00 2010-12-23 LANDSAT_7 ETM L1T 0 9 12
246 145 50 LE71450502011017ASN00 2011-01-17 LANDSAT_7 ETM L1T 0 9 1
295 145 51 LE71450512011017ASN00 2011-01-17 LANDSAT_7 ETM L1T 0 9 1
336 145 52 LE71450522011017ASN00 2011-01-17 LANDSAT_7 ETM L1T 5 9 1
33 143 53 LE71430532011019ASN00 2011-01-19 LANDSAT_7 ETM L1T 1 9 1
69 143 54 LE71430542011019ASN00 2011-01-19 LANDSAT_7 ETM L1T 3 9 1
481 146 49 LE71460492011024ASN00 2011-01-24 LANDSAT_7 ETM L1T 0 9 1
585 147 46 LE71470462011031ASN00 2011-01-31 LANDSAT_7 ETM L1T 0 9 1
751 147 48 LE71470482011031ASN00 2011-01-31 LANDSAT_7 ETM L1T 0 9 1
821 147 49 LE71470492011031ASN00 2011-01-31 LANDSAT_7 ETM L1T 0 9 1
296 145 51 LE71450512011049ASN00 2011-02-18 LANDSAT_7 ETM L1T 6 9 2
337 145 52 LE71450522011049ASN00 2011-02-18 LANDSAT_7 ETM L1T 7 9 2
586 147 46 LE71470462011063ASN00 2011-03-04 LANDSAT_7 ETM L1T 0 9 3
671 147 47 LE71470472011063ASN00 2011-03-04 LANDSAT_7 ETM L1T 0 9 3
587 147 46 LE71470462011079ASN00 2011-03-20 LANDSAT_7 ETM L1T 0 9 3
111 144 52 LE71440522011090ASN00 2011-03-31 LANDSAT_7 ETM L1T 9 9 3
588 147 46 LE71470462011095ASN00 2011-04-05 LANDSAT_7 ETM L1T 0 9 4
672 147 47 LE71470472011095ASN00 2011-04-05 LANDSAT_7 ETM L1T 0 9 4
589 147 46 LE71470462011127ASN00 2011-05-07 LANDSAT_7 ETM L1T 4 9 5
673 147 47 LE71470472011127ASN00 2011-05-07 LANDSAT_7 ETM L1T 5 9 5
590 147 46 LE71470462011143ASN00 2011-05-23 LANDSAT_7 ETM L1T 7 9 5
822 147 49 LE71470492011271PFS00 2011-09-28 LANDSAT_7 ETM L1T 9 9 9
34 143 53 LE71430532011275PFS00 2011-10-02 LANDSAT_7 ETM L1T 3 9 10
70 143 54 LE71430542011275PFS00 2011-10-02 LANDSAT_7 ETM L1T 2 9 10
482 146 49 LE71460492011280PFS00 2011-10-07 LANDSAT_7 ETM L1T 7 9 10
146 144 53 LE71440532011282PFS00 2011-10-09 LANDSAT_7 ETM L1T 8 9 10
184 144 54 LE71440542011282PFS00 2011-10-09 LANDSAT_7 ETM L1T 2 9 10
591 147 46 LE71470462011287ASN00 2011-10-14 LANDSAT_7 ETM L1T 0 9 10
823 147 49 LE71470492011287ASN00 2011-10-14 LANDSAT_7 ETM L1T 3 9 10
965 148 46 LE71480462011294PFS00 2011-10-21 LANDSAT_7 ETM L1T 0 9 10
1058 148 47 LE71480472011294PFS00 2011-10-21 LANDSAT_7 ETM L1T 0 9 10
406 146 47 LE71460472011296PFS00 2011-10-23 LANDSAT_7 ETM L1T 0 9 10
966 148 46 LE71480462011310PFS00 2011-11-06 LANDSAT_7 ETM L1T 0 9 11
1059 148 47 LE71480472011310PFS00 2011-11-06 LANDSAT_7 ETM L1T 0 9 11
483 146 49 LE71460492011312PFS00 2011-11-08 LANDSAT_7 ETM L1T 0 9 11
112 144 52 LE71440522011314PFS00 2011-11-10 LANDSAT_7 ETM L1T 4 9 11
147 144 53 LE71440532011314PFS00 2011-11-10 LANDSAT_7 ETM L1T 0 9 11
592 147 46 LE71470462011319PFS00 2011-11-15 LANDSAT_7 ETM L1T 0 9 11
674 147 47 LE71470472011319PFS00 2011-11-15 LANDSAT_7 ETM L1T 0 9 11
752 147 48 LE71470482011319PFS00 2011-11-15 LANDSAT_7 ETM L1T 0 9 11
824 147 49 LE71470492011319PFS00 2011-11-15 LANDSAT_7 ETM L1T 0 9 11
247 145 50 LE71450502011321PFS01 2011-11-17 LANDSAT_7 ETM L1T 0 9 11
967 148 46 LE71480462011326PFS00 2011-11-22 LANDSAT_7 ETM L1T 0 9 11
1060 148 47 LE71480472011326PFS00 2011-11-22 LANDSAT_7 ETM L1T 0 9 11
407 146 47 LE71460472011328PFS00 2011-11-24 LANDSAT_7 ETM L1T 0 9 11
593 147 46 LE71470462011335PFS00 2011-12-01 LANDSAT_7 ETM L1T 0 9 12
675 147 47 LE71470472011335PFS00 2011-12-01 LANDSAT_7 ETM L1T 0 9 12
753 147 48 LE71470482011335PFS00 2011-12-01 LANDSAT_7 ETM L1T 1 9 12
863 148 45 LE71480452011342PFS00 2011-12-08 LANDSAT_7 ETM L1T 0 9 12
968 148 46 LE71480462011342PFS00 2011-12-08 LANDSAT_7 ETM L1T 0 9 12
1061 148 47 LE71480472011342PFS00 2011-12-08 LANDSAT_7 ETM L1T 0 9 12
408 146 47 LE71460472011344PFS00 2011-12-10 LANDSAT_7 ETM L1T 0 9 12
484 146 49 LE71460492011344PFS00 2011-12-10 LANDSAT_7 ETM L1T 0 9 12
969 148 46 LE71480462011358PFS00 2011-12-24 LANDSAT_7 ETM L1T 0 9 12
1062 148 47 LE71480472011358PFS00 2011-12-24 LANDSAT_7 ETM L1T 0 9 12
594 147 46 LE71470462012002PFS00 2012-01-02 LANDSAT_7 ETM L1T 0 9 1
